siCtrl_t0_Scr_rep_1	siCtrl_t0_Scr_rep_2	siCtrl_t0_Tyr_rep_1	siCtrl_t0_Tyr_rep_2	siCtrl_t8_Scr_rep_1	siCtrl_t8_Scr_rep_2	siCtrl_t8_Tyr_rep_1	siCtrl_t8_Tyr_rep_2
SLC26A11	196	196	115	183	165	191	139	108
SLC26A2	12112	9199	7808	11800	3206	3815	3655	2519
SLC26A3	1	0	1	2	11	7	12	7
SLC26A4	7	12	6	4	18	20	8	10
SLC26A4-AS1	1	3	1	3	3	4	5	3
SLC26A5	2	5	2	6	34	46	36	35
SLC26A6	2041	1674	1265	1849	1098	1303	1128	634
SLC26A7	20	17	18	18	22	24	31	30
SLC26A8	2	6	0	2	3	2	4	3
SLC26A9	7	5	6	3	3	5	4	2
SLC27A1	215	199	104	174	131	150	116	73
SLC27A2	384	333	203	391	213	264	233	166
SLC27A3	1147	935	646	973	573	632	501	317
SLC27A4	1898	1540	1127	1749	843	956	761	429
SLC27A5	356	363	205	362	450	510	403	267
SLC27A6	487	372	307	440	381	430	448	310
SLC28A1	2	2	3	2	1	0	3	2
SLC28A2	1	2	0	4	0	1	0	0
SLC28A3	22	19	11	20	10	10	9	10
SLC29A1	3251	2669	1864	2994	1646	1989	1564	865
SLC29A2	818	762	513	870	264	283	270	163
SLC29A3	172	156	101	162	57	66	45	18
SLC29A4	6	5	0	2	3	5	4	3
SLC2A1	3607	3028	1990	3011	974	1030	899	493
SLC2A1-AS1	7	7	2	7	5	4	6	6
SLC2A10	0	2	0	1	0	0	0	0
SLC2A11	127	124	86	103	188	204	150	94
SLC2A12	69	64	47	84	24	21	24	28
SLC2A13	204	179	122	183	126	154	137	158
SLC2A14	1	2	0	0	0	1	0	1
SLC2A2	1	1	0	0	0	0	0	0
SLC2A3	113	92	46	70	20	15	11	12
SLC2A4	1	1	0	3	1	0	1	0
SLC2A4RG	3505	3127	1800	2701	2138	2608	2052	985
SLC2A5	43	48	23	34	27	37	34	29
SLC2A6	255	241	108	184	81	77	66	39
SLC2A7	0	0	0	0	0	0	4	0
SLC2A8	349	317	203	288	240	271	214	141
SLC2A9	922	875	561	813	586	703	563	298
SLC30A1	2152	1585	1110	1874	916	1142	1108	977
SLC30A10	0	1	0	0	0	2	1	0
SLC30A2	0	1	0	0	0	0	0	0
SLC30A3	2	5	2	3	3	9	2	0
SLC30A4	119	90	72	103	40	41	47	20
SLC30A5	2865	2078	1438	2364	1371	1545	1151	938
SLC30A6	1534	1282	895	1477	796	963	861	659
SLC30A7	1374	1118	763	1195	336	413	391	351
SLC30A8	0	0	0	0	0	0	0	0
SLC30A9	3383	2737	1978	3084	2264	2556	2500	1990
SLC31A1	2006	1637	1171	2039	1350	1634	1487	1005
SLC31A2	474	355	228	375	366	357	373	264
SLC32A1	0	1	0	0	0	1	0	0
SLC33A1	1010	806	644	929	464	599	511	447
SLC34A1	18	11	4	16	2	1	0	2
SLC34A2	1	2	0	0	0	0	0	0
SLC34A3	12	12	8	9	55	54	99	55
SLC35A1	363	318	249	372	95	122	131	76
SLC35A2	1317	1134	784	1270	863	981	959	574
SLC35A3	519	440	306	472	234	244	262	227
SLC35A4	4093	3429	2463	3905	2036	2505	2155	1241
SLC35A5	897	739	511	833	410	395	406	380
SLC35B1	1816	1533	1036	1763	1379	1489	1380	763
SLC35B2	3343	2698	1883	2919	2944	3325	2803	1504
SLC35B3	968	769	560	902	434	502	566	435
SLC35B4	2240	1834	1261	1918	833	1081	921	548
SLC35C1	2001	1638	1186	1882	444	478	461	227
SLC35C2	1656	1528	968	1626	1103	1243	1100	761
SLC35D1	2893	2307	1652	2727	1838	2334	2197	1503
SLC35D2	773	594	395	668	520	500	516	299
SLC35D3	0	3	0	2	5	5	1	7
SLC35E1	2163	1825	1215	1992	1053	1258	1015	660
SLC35E2	636	621	366	552	466	504	456	308
SLC35E2B	1267	1212	847	1281	587	715	579	393
SLC35E3	498	423	215	420	306	386	281	206
SLC35E4	367	301	193	299	58	84	69	41
SLC35F1	2	1	0	1	1	1	2	1
SLC35F2	2542	1965	1434	2430	767	915	818	505
SLC35F3	77	44	29	67	28	38	38	15
SLC35F4	4	1	0	2	3	2	2	0
SLC35F5	1448	1109	832	1322	806	1020	900	728
SLC35F6	2070	1732	1202	1868	605	730	668	400
SLC35G1	213	138	116	164	101	93	103	78
SLC35G2	505	398	233	409	229	268	233	161
SLC35G3	0	1	0	0	0	0	0	0
SLC35G4	0	0	0	0	0	0	0	0
SLC35G5	0	3	0	0	2	1	6	0
SLC35G6	5	8	4	1	2	5	7	6
SLC36A1	1713	1401	949	1565	960	1321	1116	690
SLC36A2	1	1	0	2	0	0	2	0
SLC36A3	0	1	0	1	5	3	5	4
SLC36A4	1464	1057	783	1275	804	1042	935	803
SLC37A1	689	522	395	669	423	463	412	277
SLC37A2	4123	3126	2408	3732	3249	3973	3360	2061
SLC37A3	1587	1255	859	1449	877	1025	961	629
SLC37A4	1390	1196	791	1331	1005	1270	996	630
SLC38A1	18336	14569	10995	16644	4933	5568	5516	4279
SLC38A10	2806	2402	1606	2316	1821	2126	1702	1079
SLC38A11	3	0	1	1	0	1	0	1
SLC38A2	14917	12619	8966	14573	442	420	453	376
SLC38A3	0	1	0	0	0	2	3	1
SLC38A4	6	10	1	4	0	1	3	4
SLC38A5	8	2	4	6	9	13	13	9
SLC38A6	255	213	138	213	193	194	210	182
SLC38A7	945	794	572	814	505	590	442	299
SLC38A8	0	0	0	0	1	0	0	0
SLC38A9	691	541	373	594	168	221	214	159
SLC39A1	9374	8619	5722	8874	7732	9146	8181	4473
SLC39A10	3695	3190	2055	3254	1528	1661	1715	1214
SLC39A11	264	246	158	242	181	250	180	94
SLC39A12	0	1	0	0	0	0	0	1
SLC39A12-AS1	0	0	0	0	0	0	0	0
SLC39A13	1682	1363	886	1230	980	1137	858	454
SLC39A14	5305	4222	2595	4148	2383	2948	2467	1620
SLC39A2	4	0	2	1	4	9	9	8
SLC39A3	1144	841	549	951	501	544	449	215
SLC39A4	1210	1106	597	1082	968	1064	793	420
SLC39A5	15	6	9	15	27	31	21	9
SLC39A6	4815	3943	2626	4147	4400	5165	4656	3402
SLC39A7	4705	4070	2736	4448	2824	3101	2769	1883
SLC39A8	3519	2902	1740	2805	2080	2316	2025	1358
SLC39A9	4332	3508	2385	3918	2750	3140	2809	2043
SLC3A1	391	322	255	357	310	348	273	231
SLC3A2	32313	26653	19267	29587	21553	24477	20586	12197
SLC40A1	2	0	1	3	0	0	0	0
SLC41A1	3530	2794	2048	3168	3202	4012	3625	2381
SLC41A2	277	248	159	276	115	140	126	97
SLC41A3	1498	1333	827	1508	1223	1422	1276	720
SLC43A1	22	25	15	16	12	14	15	13
SLC43A2	553	502	235	406	229	232	186	116
SLC43A3	9692	7689	5634	9209	3501	4082	3439	2004
SLC44A1	2754	2292	1247	1961	1772	2183	1349	906
SLC44A2	627	505	333	581	395	441	400	279
SLC44A3	139	120	81	123	145	143	131	108
SLC44A4	1	1	0	0	0	1	1	0
SLC44A5	755	681	489	756	875	977	948	815
SLC45A1	5	9	2	5	1	3	1	2
SLC45A2	0	1	0	0	4	8	8	5
SLC45A3	1067	995	604	962	282	327	327	188
SLC45A4	731	695	476	724	248	263	210	173
SLC46A1	2310	1822	1367	2063	1232	1528	1454	910
SLC46A2	5	3	3	6	5	3	0	2
SLC46A3	322	245	173	284	111	137	153	104
SLC47A1	361	298	211	361	341	481	419	274
SLC47A2	95	94	58	91	56	63	50	33
SLC48A1	470	438	325	477	406	415	379	212
SLC4A1	0	1	0	0	0	0	2	2
SLC4A10	1	2	0	0	1	0	0	0
SLC4A11	531	448	332	460	521	585	523	346
SLC4A1AP	1512	1311	941	1567	628	742	655	469
SLC4A2	6322	5666	3966	5871	3810	4682	4170	2366
SLC4A3	448	396	286	414	396	407	436	239
SLC4A4	2	5	1	0	0	0	1	0
SLC4A5	352	237	161	263	222	245	211	212
SLC4A7	2219	1742	1249	2046	994	1205	1246	1053
SLC4A8	18	23	8	14	20	17	18	5
SLC4A9	0	3	1	1	2	2	3	5
SLC50A1	1347	1106	825	1331	1524	1723	1659	1021
SLC51A	7	8	7	10	14	20	14	10
SLC51B	0	0	0	0	2	0	1	0
SLC52A1	6	3	4	6	8	7	12	4
SLC52A2	3996	3494	2272	3362	2285	2535	1986	1147
SLC52A3	21	22	18	21	14	7	10	9
SLC5A1	0	4	0	2	0	0	1	0
SLC5A10	294	271	204	265	46	53	58	40
SLC5A11	0	1	2	0	1	5	1	0
SLC5A12	1	2	0	1	0	0	0	0
SLC5A2	365	325	227	329	376	457	362	250
SLC5A3	2441	1914	1457	2143	869	1142	1021	733
SLC5A4	1	2	0	1	0	0	0	0
SLC5A5	1	3	0	1	0	0	3	0
SLC5A6	3100	2446	1863	2954	1789	2028	1895	1096
SLC5A7	0	0	0	0	0	0	0	0
SLC5A8	0	1	0	0	0	0	0	0
SLC5A9	7	1	6	7	6	6	5	4
SLC6A1	0	3	1	0	0	0	0	0
SLC6A1-AS1	0	0	0	0	0	0	0	0
SLC6A10P	1	0	0	0	0	0	0	0
SLC6A11	24	15	11	20	11	18	17	13
SLC6A12	1	5	1	3	3	3	17	4
SLC6A13	3	3	0	2	16	11	16	11
SLC6A14	8	1	1	5	3	4	3	5
SLC6A15	3938	3409	2266	3836	1729	2073	1826	1208
SLC6A16	6	3	1	2	8	12	7	3
SLC6A17	13	3	6	3	11	3	8	4
SLC6A18	0	1	0	0	0	0	1	0
SLC6A19	0	2	0	0	0	1	0	0
SLC6A2	1	1	0	0	0	1	0	0
SLC6A20	3	4	1	1	1	2	3	1
SLC6A3	1	2	0	0	1	0	1	1
SLC6A4	3	3	0	7	8	10	12	3
SLC6A5	0	2	0	1	0	0	0	0
SLC6A6	3171	2746	1781	2860	3026	3604	3402	2199
SLC6A7	0	2	0	0	1	0	0	1
SLC6A8	4033	3458	2316	3642	2587	3103	2568	1509
SLC6A9	371	311	206	359	213	221	213	139
SLC7A1	7387	6184	4457	6773	1956	2365	2239	1673
SLC7A10	6	4	2	3	3	5	2	0
SLC7A11	2735	2163	1666	2475	1143	1481	1458	2682
SLC7A11-AS1	165	123	113	166	60	84	82	127
SLC7A13	0	2	0	0	0	0	0	0
SLC7A14	0	3	0	1	1	0	2	1
SLC7A2	2149	1935	1166	1973	723	816	704	448
SLC7A3	1	3	0	0	1	0	0	0
SLC7A4	0	0	0	0	0	0	0	0
SLC7A5	92264	73567	52104	78540	48084	58139	46389	25643
SLC7A5P1	66	41	37	60	13	30	28	8
SLC7A5P2	110	68	50	68	26	36	36	19
SLC7A6	4640	3583	2831	4371	2547	3046	2803	1646
SLC7A6OS	1078	850	655	1034	691	849	719	514
SLC7A7	12	9	9	11	11	18	10	13
SLC7A8	32	11	13	13	28	19	29	17
SLC7A9	1	0	1	1	3	2	3	2
SLC8A1	32	26	19	32	4	6	6	4
SLC8A1-AS1	0	0	0	0	0	0	0	0
SLC8A2	0	5	0	2	1	3	13	8
SLC8A3	1	1	0	1	0	0	0	1
SLC8B1	1507	1316	849	1450	730	827	679	423
SLC9A1	1896	1546	1124	1777	2344	2801	2573	1699
SLC9A2	20	8	8	4	10	9	11	12
SLC9A3	90	94	48	69	195	212	240	171
SLC9A3R1	1999	1565	1001	1688	1205	1328	1055	602
SLC9A3R2	611	565	339	537	270	300	220	99
SLC9A4	2	2	0	1	0	0	0	0
SLC9A5	54	46	29	34	61	78	75	54
SLC9A6	929	699	509	761	365	438	390	290
SLC9A7	2205	1802	1225	1905	1175	1427	1225	782
SLC9A7P1	1	2	0	0	1	3	1	1
SLC9A8	1044	819	588	873	681	858	808	612
SLC9A9	74	57	55	63	36	45	30	27
SLC9A9-AS1	0	0	0	0	0	1	0	0
SLC9B1	375	372	267	404	291	301	286	161
SLC9B2	1293	1063	776	1286	705	829	789	499
SLC9C1	1	2	0	1	2	0	4	5
SLC9C2	2	2	1	1	4	2	8	3
SLCO1A2	0	6	0	1	0	0	0	0
SLCO1B1	0	1	0	0	0	0	0	0
SLCO1B3	3	6	4	1	2	1	2	3
SLCO1B7	2	1	0	0	1	0	0	0
SLCO1C1	0	1	0	0	0	0	0	0
SLCO2A1	64	73	39	63	30	36	23	11
SLCO2B1	1	1	1	1	0	0	1	1
SLCO3A1	1328	997	676	1175	480	546	438	281
SLCO4A1	2131	1876	1175	1874	1097	1290	1016	619
SLCO4A1-AS1	357	327	207	315	208	222	190	101
SLCO4C1	0	3	1	0	0	0	0	0
SLCO5A1	10	8	8	13	1	1	2	4
SLCO6A1	0	0	0	1	0	0	0	0
SLED1	3	6	2	5	0	1	0	2
SLF1	1022	852	661	1018	260	322	285	283
SLF2	2238	1810	1348	1999	1065	1297	1169	945
SLFN11	1	4	0	0	1	0	0	1
SLFN12	433	365	316	436	307	284	309	224
SLFN12L	16	16	7	13	11	10	10	11
SLFN13	481	412	344	520	318	343	336	216
SLFN14	0	0	1	1	1	0	1	0
SLFN5	1540	1176	936	1482	1020	1123	1072	946
SLFNL1	58	50	39	42	138	169	172	107
SLFNL1-AS1	191	180	126	189	302	418	409	324
SLIRP	3937	3382	2154	3619	4337	4977	4329	2576
SLIT1	5	5	1	6	4	5	8	3
SLIT1-AS1	0	1	0	0	0	0	0	0
SLIT2	459	382	277	433	151	164	142	113
SLIT2-IT1	0	0	0	1	0	0	0	0
SLIT3	18	14	7	20	14	13	10	3
SLITRK1	1	2	0	2	0	0	0	0
SLITRK2	0	1	0	1	0	0	0	0
SLITRK3	0	1	0	0	0	0	0	0
SLITRK4	168	134	97	144	22	28	23	20
SLITRK5	184	180	124	194	12	14	15	11
SLITRK6	163	198	109	151	7	6	6	8
SLK	7440	6125	4253	6735	1955	2003	1885	1356
SLMAP	2925	2384	1759	2668	855	1008	989	751
SLMO1	198	188	132	202	114	129	115	81
SLMO2	5975	4983	3453	5553	3846	4252	3887	3196
SLMO2-ATP5E	10352	9001	6063	9790	11074	12563	11329	6931
SLN	0	1	0	0	0	0	0	0
SLPI	8445	7178	4736	8023	11865	11631	10805	7071
SLTM	6676	5642	4248	6575	3428	3782	3351	2110
SLU7	3052	2629	1811	3082	1983	2144	2106	1381
SLURP1	0	0	0	1	1	2	3	0
SLX1A	20	22	11	26	6	1	5	2
SLX1A-SULT1A3	25	24	15	31	9	2	5	2
SLX1B	20	22	11	26	6	1	5	2
SLX1B-SULT1A4	25	24	15	31	9	2	5	2
SLX4	776	716	478	699	234	310	255	172
SLX4IP	120	131	82	121	25	48	42	34
SMA4	19	19	15	15	8	9	6	7
SMA5	42	49	26	37	22	26	20	11
SMAD1	1003	836	543	923	201	193	171	157
SMAD1-AS1	258	229	112	238	50	39	47	25
SMAD1-AS2	0	2	2	5	1	0	3	0
SMAD2	3530	2812	1814	2947	1137	1276	1175	759
SMAD3	2556	2081	1215	2006	857	961	1022	740
SMAD4	2491	1994	1372	2221	339	398	341	293
SMAD5	4945	3897	2261	3317	2047	2570	2088	2136
SMAD5-AS1	13	11	8	14	26	21	27	18
SMAD6	45	25	14	22	3	2	1	1
SMAD7	359	268	164	259	31	25	28	18
SMAD9	293	226	152	243	92	119	75	57
SMAGP	638	460	321	544	230	278	220	142
SMAP1	1220	926	660	1094	508	613	532	397
SMAP2	1412	1123	773	1241	470	535	392	265
SMARCA1	323	253	204	296	139	145	167	118
SMARCA2	2798	2587	1763	2807	1022	1137	1082	686
SMARCA4	7754	6628	4500	6953	3922	4608	3805	1978
SMARCA5	7898	6625	4834	7415	3673	4393	3939	2577
SMARCA5-AS1	686	523	279	512	261	256	242	101
SMARCAD1	2773	2314	1725	2688	679	791	710	560
SMARCAL1	1147	953	685	1011	336	422	351	196
SMARCB1	3657	2922	1917	3252	1807	1973	1743	907
SMARCC1	8904	7470	5379	8384	4334	5560	4789	2830
SMARCC2	3174	2682	1891	2994	2311	2741	2373	1415
SMARCD1	3310	2693	1805	3116	1576	1939	1686	1027
SMARCD2	5088	4393	2864	4904	2864	3290	2661	1509
SMARCD3	160	128	84	132	106	133	115	62
SMARCE1	5006	4160	2848	4569	2709	2988	2691	1973
SMC1A	14950	11720	8703	13655	7034	9164	8298	5313
SMC1B	9	9	5	4	0	8	1	2
SMC2	5922	4941	3875	5786	2722	3177	2926	1935
SMC2-AS1	1	1	0	4	2	5	1	4
SMC3	5543	4747	3569	5635	877	910	878	542
SMC4	12652	10087	8159	12569	2625	2857	2809	1943
SMC5	3313	2694	2080	3340	1182	1463	1362	1054
SMC5-AS1	24	20	7	21	12	16	17	4
SMC6	3011	2530	1946	2982	1342	1428	1383	899
SMCHD1	4248	3450	2487	4000	1050	1198	1101	810
SMCO1	2	1	4	1	7	7	3	2
SMCO2	10	7	5	11	10	16	17	7
SMCO3	1	7	2	4	3	5	2	0
SMCO4	208	161	119	168	98	123	104	46
SMCP	0	0	0	0	0	0	0	0
SMCR2	2	1	3	0	5	1	4	3
SMCR5	8	6	7	2	4	10	8	8
SMCR8	2293	1860	1391	2127	1461	1773	1608	1045
SMDT1	767	666	360	697	811	962	867	472
SMG1	7769	5984	4031	6093	3126	4179	3746	2822
SMG1P1	82	55	38	55	24	23	31	12
SMG1P2	72	56	45	61	42	28	34	27
SMG1P3	127	76	65	97	71	87	79	65
SMG1P5	47	39	32	35	35	18	29	24
SMG1P7	132	84	83	105	193	190	163	92
SMG5	7826	6257	4890	7612	5545	7044	6544	4261
SMG6	1483	1178	951	1444	472	632	610	445
SMG7	5308	4355	3230	5271	1782	2280	2081	1418
SMG7-AS1	37	32	21	29	28	33	32	23
SMG8	1516	1325	853	1429	697	778	665	443
SMG9	1606	1378	1005	1518	251	336	393	257
SMIM1	10	14	4	6	3	5	11	8
SMIM10	0	1	0	0	0	0	1	0
SMIM10L1	1261	1035	763	1196	717	732	686	441
SMIM10L2A	4	2	3	2	3	9	12	14
SMIM10L2B	9	10	8	12	1	2	2	0
SMIM11	0	0	0	0	0	0	0	0
SMIM12	2212	1857	1194	1978	564	608	570	333
SMIM13	1150	826	610	932	344	406	373	289
SMIM14	175	156	92	160	179	240	220	223
SMIM15	2507	1952	1417	2162	656	691	715	688
SMIM17	5	2	0	1	3	3	9	2
SMIM18	0	0	0	0	0	0	0	0
SMIM19	399	332	243	376	333	397	341	219
SMIM2	15	13	5	14	10	7	9	4
SMIM2-AS1	23	23	12	33	21	14	15	7
SMIM2-IT1	6	3	0	1	1	0	1	3
SMIM20	796	758	465	712	622	729	620	451
SMIM21	0	0	1	2	0	0	0	0
SMIM22	28	41	25	34	42	39	52	25
SMIM23	0	0	0	0	2	1	2	0
SMIM24	5	4	1	2	0	2	0	4
SMIM3	1183	1069	816	1287	273	274	256	172
SMIM4	355	353	194	360	442	552	512	277
SMIM5	19	15	10	15	17	25	21	26
SMIM6	4	2	2	0	3	1	3	3
SMIM7	1740	1449	768	1341	776	947	567	423
SMIM8	143	111	60	135	54	73	74	47
SMIM9	0	1	0	0	0	1	0	0
SMKR1	73	70	35	67	65	90	66	31
SMLR1	1	2	0	0	0	1	0	0
SMN1	235	211	155	219	153	154	171	103
SMN2	235	211	155	219	153	154	171	103
SMNDC1	1929	1510	1153	1896	313	372	363	294
SMO	0	0	0	0	2	2	3	0
SMOC1	789	642	406	739	674	765	577	425
SMOC2	1	3	0	1	1	0	0	0
SMOX	1620	1596	876	1596	707	841	723	532
SMPD1	312	268	182	284	310	360	289	176
SMPD2	958	852	513	855	647	736	626	345
SMPD3	43	38	29	47	98	131	77	54
SMPD4	5850	4727	3128	5100	3860	4363	3933	2081
SMPDL3A	131	93	75	126	68	71	55	48
SMPDL3B	338	294	204	355	428	487	375	260
SMPX	1	1	0	0	0	0	0	0
SMR3A	0	0	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0	0	0
SMS	6558	5364	3751	6144	4577	5471	4876	2783
SMTN	2627	2201	1449	2203	2156	2522	2122	1520
SMTNL1	0	3	0	0	1	3	2	5
SMTNL2	0	2	0	0	0	1	0	0
SMU1	3911	3164	2284	3566	2698	3056	2655	1809
SMUG1	1007	894	637	1006	714	859	764	442
SMURF1	1748	1340	993	1555	724	901	821	588
SMURF2	1706	1305	953	1508	362	409	324	245
SMYD1	0	2	0	0	0	0	0	0
SMYD2	5388	4159	2889	4741	3951	4425	3887	2283
SMYD3	904	773	496	819	369	430	362	185
SMYD4	669	562	426	699	381	439	393	284
SMYD5	2065	1663	1219	1981	974	1116	973	541
SNAI1	45	36	23	33	35	25	21	13
SNAI2	2025	1677	1082	1784	58	33	25	31
SNAI3	5	3	7	3	9	7	4	6
SNAI3-AS1	44	31	26	49	26	24	22	15
SNAP23	1898	1530	1139	1829	1229	1435	1270	894
SNAP25	0	2	0	0	1	1	0	0
SNAP25-AS1	0	1	0	1	0	0	2	2
SNAP29	1768	1409	931	1496	1263	1466	1193	793
SNAP47	2363	2069	1337	2192	1078	1177	965	556
SNAP91	2	5	0	1	0	1	0	0
SNAPC1	905	800	525	825	341	369	365	280
SNAPC2	611	517	284	562	129	123	94	50
SNAPC3	1224	1038	717	1136	974	1141	940	698
SNAPC4	1726	1527	1109	1488	537	682	624	347
SNAPC5	1338	1072	728	1124	902	994	900	585
SNAPIN	1295	1089	728	1199	677	766	724	397
SNAR-A1	0	0	0	0	0	0	0	0
SNAR-A10	0	0	0	0	0	0	0	0
SNAR-A11	0	0	0	0	0	0	0	0
SNAR-A12	0	0	0	0	0	0	0	0
SNAR-A13	0	0	0	0	0	0	0	0
SNAR-A14	0	0	0	0	0	0	0	0
SNAR-A2	0	0	0	0	0	0	0	0
SNAR-A3	0	0	0	0	0	0	0	0
SNAR-A4	0	0	0	0	0	0	0	0
SNAR-A5	0	0	0	0	0	0	0	0
SNAR-A6	0	0	0	0	0	0	0	0
SNAR-A7	0	0	0	0	0	0	0	0
SNAR-A8	0	0	0	0	0	0	0	0
SNAR-A9	0	0	0	0	0	0	0	0
SNAR-B1	0	0	0	0	0	0	0	0
SNAR-B2	0	0	0	0	0	0	0	0
SNAR-C1	0	0	0	0	0	0	0	0
SNAR-C2	0	0	0	0	0	0	0	0
SNAR-C3	0	2	0	0	0	0	0	0
SNAR-C4	0	0	0	0	0	0	0	0
SNAR-C5	0	0	0	0	0	0	0	0
SNAR-D	0	0	0	0	0	0	0	0
SNAR-E	0	0	0	0	0	0	2	0
SNAR-F	0	0	0	0	0	0	0	0
SNAR-G1	0	0	0	0	0	0	0	0
SNAR-G2	0	0	0	0	0	0	0	0
SNAR-H	0	0	0	0	0	0	0	0
SNAR-I	0	0	0	0	0	0	0	0
SNCA	649	571	429	728	407	438	428	201
SNCA-AS1	3	4	1	1	2	2	6	1
SNCAIP	53	58	24	29	1	2	2	1
SNCB	0	0	0	0	0	1	0	0
SNCG	2327	2150	1400	2221	2543	2667	2574	1418
SND1	9772	8404	5584	9160	6752	7690	7028	4091
SND1-IT1	5	2	0	4	2	3	1	2
SNED1	180	158	109	150	120	144	128	64
SNF8	2245	1850	1214	2055	2332	2687	2340	1311
SNHG1	6213	5236	3963	6051	1210	1346	1399	856
SNHG10	343	324	195	286	257	204	245	117
SNHG11	372	338	204	390	149	164	157	81
SNHG12	1983	1503	1062	1756	75	117	105	35
SNHG15	1334	931	880	1354	153	200	215	115
SNHG16	3478	2961	2051	3217	1019	1044	961	625
SNHG17	1129	848	668	1071	224	275	283	188
SNHG18	44	31	16	26	17	20	18	8
SNHG19	679	659	367	590	503	544	524	311
SNHG20	431	357	251	423	194	185	202	107
SNHG21	197	166	101	189	210	236	180	101
SNHG22	91	73	48	68	60	61	58	36
SNHG24	0	0	0	0	0	0	0	1
SNHG25	180	166	105	180	44	46	45	32
SNHG3	5315	4382	3088	4898	572	605	638	360
SNHG4	2243	1766	1356	1924	652	810	785	401
SNHG5	8790	7806	4938	8919	10031	11696	10832	6709
SNHG6	4127	3612	2328	3933	4682	5283	5034	3113
SNHG7	2923	2463	1584	2660	272	273	438	317
SNHG8	3378	3036	1985	3160	1999	2110	2143	1423
SNHG9	192	157	114	191	183	235	210	103
SNIP1	827	682	480	727	360	357	326	239
SNN	1055	876	590	938	202	235	193	98
SNORA1	27	19	25	35	1	0	2	0
SNORA10	201	146	133	192	87	105	89	62
SNORA11	2	0	0	2	1	1	1	1
SNORA11B	0	0	0	0	0	0	0	0
SNORA11C	0	0	0	0	0	0	0	0
SNORA11D	0	0	0	0	0	0	0	0
SNORA11E	0	0	0	0	0	0	0	0
SNORA12	2	0	0	2	1	1	0	2
SNORA13	31	21	13	21	0	1	0	0
SNORA14A	1	0	0	1	0	0	0	0
SNORA14B	26	20	20	25	20	21	25	16
SNORA15	8	2	6	7	1	1	2	0
SNORA16A	116	73	57	98	6	6	6	3
SNORA16B	5	5	2	6	0	1	1	0
SNORA17	83	51	57	75	6	11	7	5
SNORA18	245	202	135	260	70	52	41	34
SNORA19	2	1	4	1	1	1	2	4
SNORA20	16	13	7	14	4	1	0	0
SNORA21	29	22	14	34	2	5	5	2
SNORA22	7	4	4	4	1	2	0	2
SNORA23	8	9	5	5	5	10	7	12
SNORA24	129	105	74	127	4	3	6	4
SNORA25	61	44	29	44	4	3	3	5
SNORA26	69	49	37	49	5	5	10	0
SNORA27	38	34	26	33	4	3	5	1
SNORA28	6	4	4	1	0	0	3	1
SNORA29	10	8	6	10	0	2	0	0
SNORA2A	5	6	2	5	2	3	2	2
SNORA2B	4	0	3	2	0	1	0	0
SNORA30	3	2	0	1	1	0	1	0
SNORA31	55	57	36	55	48	70	54	54
SNORA32	87	42	38	53	7	5	3	12
SNORA33	76	55	50	82	9	5	4	2
SNORA34	3	1	1	2	0	0	1	0
SNORA35	0	0	0	0	0	0	0	0
SNORA36A	2	5	3	4	1	2	4	1
SNORA36B	2	1	0	0	0	2	1	3
SNORA36C	0	0	0	0	0	0	0	0
SNORA37	1	0	0	0	0	1	0	0
SNORA38	3	0	0	1	0	1	0	0
SNORA38B	0	2	0	2	0	0	0	0
SNORA4	101	103	77	92	1	2	1	1
SNORA40	299	227	188	276	118	119	99	68
SNORA41	15	23	14	28	1	2	3	1
SNORA43	32	27	19	46	2	3	4	0
SNORA44	61	58	53	73	7	11	4	2
SNORA45A	54	37	34	54	11	14	12	6
SNORA45B	26	25	21	37	6	6	0	0
SNORA46	1	4	0	0	2	2	3	2
SNORA47	1	2	2	2	1	0	0	0
SNORA48	57	40	44	46	1	9	7	1
SNORA49	1	2	0	0	0	1	0	0
SNORA51	30	21	35	35	3	5	6	0
SNORA52	59	42	31	58	2	2	2	1
SNORA53	14	8	7	12	11	11	21	6
SNORA54	1	1	2	0	0	0	0	0
SNORA55	36	15	18	17	3	10	6	1
SNORA56	13	12	15	12	1	1	0	1
SNORA57	103	75	52	84	23	14	18	12
SNORA58	1	3	2	1	0	1	2	0
SNORA59A	1	3	1	2	0	0	1	0
SNORA59B	1	3	1	2	0	0	1	0
SNORA5A	13	9	15	14	2	0	6	0
SNORA5B	11	12	7	12	1	0	1	0
SNORA5C	21	19	9	24	0	9	7	3
SNORA6	92	84	62	79	16	20	21	11
SNORA60	5	11	3	8	6	5	1	0
SNORA61	396	326	218	410	18	22	34	12
SNORA62	74	69	62	76	9	11	5	4
SNORA63	99	66	71	98	5	11	13	10
SNORA64	107	89	57	127	22	27	18	15
SNORA65	18	9	9	23	9	12	14	14
SNORA66	21	14	13	21	1	3	1	4
SNORA67	195	148	122	158	69	88	73	43
SNORA68	30	14	14	29	2	2	2	1
SNORA69	19	13	7	24	6	5	4	3
SNORA70	219	196	142	220	36	39	32	16
SNORA70B	0	0	0	0	0	0	0	0
SNORA70C	0	0	0	0	0	0	0	0
SNORA70D	1	0	1	0	0	0	0	0
SNORA70E	0	0	0	0	0	0	0	0
SNORA70F	1	0	1	1	0	0	0	0
SNORA70G	1	1	2	2	0	0	0	0
SNORA71A	29	19	16	24	11	8	2	4
