chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr19	4657661	4657710	MYDGF	0	-	4657661	4657710	0	1	49	0	0.31287232128034	0.124061157868554	ENSG00000074842.8
chr19	4657955	4658004	MYDGF	0	-	4657955	4658004	0	1	49	0	0.133531392624168	0.799203682287428	ENSG00000074842.8
chr19	4660625	4660674	MYDGF	0	-	4660625	4660674	0	1	49	0	0.29213642280052	0.203652681261937	ENSG00000074842.8
chr19	4664897	4668653	MYDGF	0	-	4664897	4668653	0	2	41,59	0,3698	0.661398482244348	0.0524681953778702	ENSG00000074842.8
chr19	4670166	4670264	MYDGF	0	-	4670166	4670264	0	1	98	0	0.510825623689492	0.313464614566806	ENSG00000074842.8
chr19	17334756	17334805	ANO8	0	-	17334756	17334805	0	1	49	0	0.108213584575351	0.886714902217828	ENSG00000074855.11
chr12	100199905	100199954	ACTR6	0	+	100199905	100199954	0	1	49	0	0.0434851119253327	0.94481412235042	ENSG00000075089.9
chr1	20807192	20807241	EIF4G3	0	-	20807192	20807241	0	1	49	0	-0.234400705838852	0.634511876701717	ENSG00000075151.20
chr1	20807392	20807441	EIF4G3	0	-	20807392	20807441	0	1	49	0	-0.643550239420997	0.0356878096003	ENSG00000075151.20
chr1	20849509	20851285	EIF4G3	0	-	20849509	20851285	0	2	22,28	0,1749	-0.133531392624552	0.551210905268363	ENSG00000075151.20
chr1	20851336	20851385	EIF4G3	0	-	20851336	20851385	0	1	49	0	-0.266628663254081	0.207827896127961	ENSG00000075151.20
chr1	20855017	20855066	EIF4G3	0	-	20855017	20855066	0	1	49	0	-0.764606144501119	0.0100558598781889	ENSG00000075151.20
chr1	20860385	20860434	EIF4G3	0	-	20860385	20860434	0	1	49	0	-0.267243404916685	0.339878624912698	ENSG00000075151.20
chr1	20864488	20864587	EIF4G3	0	-	20864488	20864587	0	1	99	0	-0.795801335009081	0.0589620737445236	ENSG00000075151.20
chr1	20899784	20929370	EIF4G3	0	-	20899784	20929370	0	3	160,89,1	0,5099,29586	-0.902867711517401	0.00769992350814687	ENSG00000075151.20
chr1	20941576	20941675	EIF4G3	0	-	20941576	20941675	0	1	99	0	-0.503103577672059	0.0933821013802041	ENSG00000075151.20
chr1	20941826	20941875	EIF4G3	0	-	20941826	20941875	0	1	49	0	-0.871838969411457	0.0411887143186144	ENSG00000075151.20
chr7	83956822	83956871	SEMA3A	0	-	83956822	83956871	0	1	49	0	-0.932820033825332	0.00281042075303806	ENSG00000075213.11
chr7	83961203	83961252	SEMA3A	0	-	83961203	83961252	0	1	49	0	-1.03798766705056	0.0141763419091604	ENSG00000075213.11
chr7	83961302	83961799	SEMA3A	0	-	83961302	83961799	0	1	497	0	-1.31058253938419	0.000151663991558725	ENSG00000075213.11
chr7	84110579	84129161	SEMA3A	0	-	84110579	84129161	0	2	11,39	0,18544	-1.09861228867396	0.00469703289983192	ENSG00000075213.11
chr7	84194542	84194591	SEMA3A	0	-	84194542	84194591	0	1	49	0	0.0492710489385449	0.826320042584256	ENSG00000075213.11
chr7	84492526	84492575	SEMA3A	0	-	84492526	84492575	0	1	49	0	-0.777407524178348	0.0123465952042972	ENSG00000075213.11
chr22	46308495	46308643	GTSE1	0	+	46308495	46308643	0	1	148	0	1.02338886728742	6.79421137429174e-05	ENSG00000075218.19
chr22	46308743	46308792	GTSE1	0	+	46308743	46308792	0	1	49	0	-0.261479700057757	0.512756082484258	ENSG00000075218.19
chr7	80744938	80745087	SEMA3C	0	-	80744938	80745087	0	1	149	0	-0.458746474721147	0.497155433693655	ENSG00000075223.14
chr7	80745138	80748927	SEMA3C	0	-	80745138	80748927	0	2	170,30	0,3760	-1.41226984752379	0.16672718670526	ENSG00000075223.14
chr22	46268060	46268550	TTC38	0	+	46268060	46268550	0	2	13,37	0,454	-0.340926586746249	0.400983302883877	ENSG00000075234.17
chr22	46360934	46360983	CELSR1	0	-	46360934	46360983	0	1	49	0	0.326684230086405	0.599200190815106	ENSG00000075275.17
chr22	46362731	46362980	CELSR1	0	-	46362731	46362980	0	1	249	0	0.744440474947495	0.256752783875413	ENSG00000075275.17
chr22	46363080	46363129	CELSR1	0	-	46363080	46363129	0	1	49	0	-0.90885575338664	0.0867626674619428	ENSG00000075275.17
chr22	46534056	46534355	CELSR1	0	-	46534056	46534355	0	1	299	0	-0.69314718075741	0.457560620919803	ENSG00000075275.17
chr22	46534556	46534605	CELSR1	0	-	46534556	46534605	0	1	49	0	0.361013345533281	0.156959558637623	ENSG00000075275.17
chr22	46534656	46534705	CELSR1	0	-	46534656	46534705	0	1	49	0	0.413187154201997	0.0599212664866991	ENSG00000075275.17
chr22	46535055	46535104	CELSR1	0	-	46535055	46535104	0	1	49	0	-0.0512932945034559	0.826092719592225	ENSG00000075275.17
chr22	46535155	46535204	CELSR1	0	-	46535155	46535204	0	1	49	0	0.230523658431435	0.421048639528248	ENSG00000075275.17
chr22	46535354	46535453	CELSR1	0	-	46535354	46535453	0	1	99	0	0.242313466891433	0.826515927001024	ENSG00000075275.17
chr22	46535554	46535603	CELSR1	0	-	46535554	46535603	0	1	49	0	0.6474771437276	0.0337936900901139	ENSG00000075275.17
chr22	46535654	46536352	CELSR1	0	-	46535654	46536352	0	1	698	0	0.720546154748061	0.329480645386181	ENSG00000075275.17
chr22	46536453	46536502	CELSR1	0	-	46536453	46536502	0	1	49	0	-0.348306694274948	0.571578022056195	ENSG00000075275.17
chr2	71348910	71348959	ZNF638	0	+	71348910	71348959	0	1	49	0	-0.938269639477216	0.0422950887023911	ENSG00000075292.19
chr2	71349010	71349458	ZNF638	0	+	71349010	71349458	0	1	448	0	-0.894018096289884	0.000107595406759423	ENSG00000075292.19
chr2	71349509	71349558	ZNF638	0	+	71349509	71349558	0	1	49	0	-0.705268541096503	0.0318329046833602	ENSG00000075292.19
chr2	71349958	71350007	ZNF638	0	+	71349958	71350007	0	1	49	0	-1.23969088689217	0.00204333147210167	ENSG00000075292.19
chr2	71399601	71400166	ZNF638	0	+	71399601	71400166	0	2	45,55	0,511	-1.30405626288292	0.000435762311619343	ENSG00000075292.19
chr2	71422937	71423085	ZNF638	0	+	71422937	71423085	0	1	148	0	-1.14916456785801	1.61361252025414e-07	ENSG00000075292.19
chr2	71423136	71423185	ZNF638	0	+	71423136	71423185	0	1	49	0	-0.652085694086222	0.0799623465805932	ENSG00000075292.19
chr2	71423236	71423734	ZNF638	0	+	71423236	71423734	0	1	498	0	-0.960461950186506	5.36554840439577e-05	ENSG00000075292.19
chr2	71423835	71423934	ZNF638	0	+	71423835	71423934	0	1	99	0	-0.331777392317024	0.749921698100976	ENSG00000075292.19
chr2	71423984	71424033	ZNF638	0	+	71423984	71424033	0	1	49	0	-0.399985642318388	0.251053941879467	ENSG00000075292.19
chr2	71424695	71426488	ZNF638	0	+	71424695	71426488	0	2	21,29	0,1765	-1.59504917498202	0.000398818392827071	ENSG00000075292.19
chr2	71426539	71426738	ZNF638	0	+	71426539	71426738	0	1	199	0	-0.803689054963054	0.000139197612636253	ENSG00000075292.19
chr2	71426838	71427087	ZNF638	0	+	71426838	71427087	0	1	249	0	-1.23474446299368	1.31095855698389e-06	ENSG00000075292.19
chr2	71427138	71427187	ZNF638	0	+	71427138	71427187	0	1	49	0	-0.66035735784121	0.0735716931023093	ENSG00000075292.19
chr2	71427238	71428702	ZNF638	0	+	71427238	71428702	0	2	177,172	0,1293	-1.71604764749238	2.80477452863972e-05	ENSG00000075292.19
chr1	178442931	178442980	RASAL2	0	+	178442931	178442980	0	1	49	0	0.276253376628158	0.438001974923494	ENSG00000075391.16
chr1	178458179	178458228	RASAL2	0	+	178458179	178458228	0	1	49	0	-0.126040720921023	0.669038038686888	ENSG00000075391.16
chr16	89707533	89707582	VPS9D1	0	-	89707533	89707582	0	1	49	0	1.49392502527488	0.0380986235611503	ENSG00000075399.14
chr16	89719107	89720848	VPS9D1	0	-	89719107	89720848	0	2	263,86	0,1656	0.693147180559945	0.109874348419514	ENSG00000075399.14
chr14	103385742	103385841	MARK3	0	+	103385742	103385841	0	1	99	0	0.448950220047902	0.294898459406677	ENSG00000075413.18
chr14	103405086	103405135	MARK3	0	+	103405086	103405135	0	1	49	0	0.427444015555264	0.275842247220198	ENSG00000075413.18
chr14	103491801	103491949	MARK3	0	+	103491801	103491949	0	1	148	0	0.80709143983172	0.0656878984864117	ENSG00000075413.18
chr14	103502883	103502932	MARK3	0	+	103502883	103502932	0	1	49	0	0.492476485104431	0.185964979164906	ENSG00000075413.18
chr14	103503033	103503182	MARK3	0	+	103503033	103503182	0	1	149	0	-0.49933124504897	0.4766513013851	ENSG00000075413.18
chr12	98601432	98601581	SLC25A3	0	+	98601432	98601581	0	1	149	0	-0.571450245582327	0.160428883678745	ENSG00000075415.13
chr3	172039678	172039727	FNDC3B	0	+	172039678	172039727	0	1	49	0	-0.0377403280306441	0.871939488643359	ENSG00000075420.13
chr3	172251407	172251506	FNDC3B	0	+	172251407	172251506	0	1	99	0	0.6312717768287	0.259846058292702	ENSG00000075420.13
chr2	28393522	28393571	FOSL2	0	+	28393522	28393571	0	1	49	0	0.405465108056087	0.154604614395996	ENSG00000075426.12
chr2	28408785	28411896	FOSL2	0	+	28408785	28411896	0	2	82,18	0,3094	-0.217723483844871	0.578353375896253	ENSG00000075426.12
chr2	28411946	28411995	FOSL2	0	+	28411946	28411995	0	1	49	0	-0.550046337080147	0.395798600860294	ENSG00000075426.12
chr2	28412046	28412095	FOSL2	0	+	28412046	28412095	0	1	49	0	-0.223143551314221	0.653269986046097	ENSG00000075426.12
chr2	28412494	28412891	FOSL2	0	+	28412494	28412891	0	1	397	0	1.44691898293633	0.00894491505434563	ENSG00000075426.12
chr2	28413090	28413139	FOSL2	0	+	28413090	28413139	0	1	49	0	-0.609064063355237	0.323606224314739	ENSG00000075426.12
chr4	48499353	48499552	FRYL	0	-	48499353	48499552	0	1	199	0	-0.753771801413447	0.0201665604696119	ENSG00000075539.15
chr4	48540761	48540860	FRYL	0	-	48540761	48540860	0	1	99	0	0.478035800939993	0.804822360225916	ENSG00000075539.15
chr4	48780123	48780222	FRYL	0	-	48780123	48780222	0	1	99	0	0.587786664902093	0.487145768688481	ENSG00000075539.15
chr7	5593066	5593165	FSCN1	0	+	5593066	5593165	0	1	99	0	-0.0512932943875502	0.979283969773265	ENSG00000075618.18
chr7	5603388	5603519	FSCN1	0	+	5603388	5603519	0	2	26,24	0,108	-0.808458027110985	0.0255998380900293	ENSG00000075618.18
chr7	5527197	5527246	ACTB	0	-	5527197	5527246	0	1	49	0	-0.605843448649395	0.214323977616252	ENSG00000075624.16
chr7	5527544	5528051	ACTB	0	-	5527544	5528051	0	2	348,48	0,460	-1.18241339006555	0.00300584306489286	ENSG00000075624.16
chr7	5529284	5529333	ACTB	0	-	5529284	5529333	0	1	49	0	-1.10390330630257	0.0482160695094811	ENSG00000075624.16
chr7	5529432	5529481	ACTB	0	-	5529432	5529481	0	1	49	0	-1.13333572472752	0.0566420124925291	ENSG00000075624.16
chr7	5529531	5529580	ACTB	0	-	5529531	5529580	0	1	49	0	-0.185717147524218	0.802961572854181	ENSG00000075624.16
chr18	36187497	36195270	MOCOS	0	+	36187497	36195270	0	2	185,14	0,7760	-1.46151778235232	0.00133655162627599	ENSG00000075643.6
chr18	36199788	36199986	MOCOS	0	+	36199788	36199986	0	1	198	0	-0.693147180560082	0.00238571368623774	ENSG00000075643.6
chr18	36200036	36200085	MOCOS	0	+	36200036	36200085	0	1	49	0	-0.46181804465953	0.104159000603465	ENSG00000075643.6
chr18	36200185	36200234	MOCOS	0	+	36200185	36200234	0	1	49	0	0.217064505236911	0.704747608996229	ENSG00000075643.6
chr18	36213445	36215527	MOCOS	0	+	36213445	36215527	0	2	38,12	0,2071	-0.151549898979846	0.672508172723144	ENSG00000075643.6
chr19	36103534	36103583	WDR62	0	+	36103534	36103583	0	1	49	0	0.875468737353909	0.0030848260121421	ENSG00000075702.18
chr19	36103634	36103783	WDR62	0	+	36103634	36103783	0	1	149	0	0.450416495970064	0.239952453459046	ENSG00000075702.18
chr19	36105009	36105058	WDR62	0	+	36105009	36105058	0	1	49	0	0.236790465155393	0.130452692664569	ENSG00000075702.18
chr3	197138288	197138387	DLG1	0	-	197138288	197138387	0	1	99	0	-0.261570928448095	0.1526134297962	ENSG00000075711.21
chr3	128726281	128795263	RAB7A	0	+	128726281	128795263	0	2	79,21	0,68962	-0.565313809051248	0.380406853917596	ENSG00000075785.13
chr3	128813666	128813715	RAB7A	0	+	128813666	128813715	0	1	49	0	-1.07044141170141	0.0306522302874835	ENSG00000075785.13
chr12	108523212	108523261	SART3	0	-	108523212	108523261	0	1	49	0	-0.248896047417026	0.280401638191212	ENSG00000075856.12
chr12	108523362	108523411	SART3	0	-	108523362	108523411	0	1	49	0	-0.441832752388645	0.144221268838931	ENSG00000075856.12
chr12	108524445	108524494	SART3	0	-	108524445	108524494	0	1	49	0	-0.776528790248683	0.0671560230118508	ENSG00000075856.12
chr12	108530170	108531212	SART3	0	-	108530170	108531212	0	2	141,9	0,1034	0.360441426734209	0.0576377568168874	ENSG00000075856.12
chr12	108549211	108554084	SART3	0	-	108549211	108554084	0	3	4,29,17	0,89,4857	-0.333144446549265	0.231556403784661	ENSG00000075856.12
chr12	108560902	108561101	SART3	0	-	108560902	108561101	0	1	199	0	-0.39019763598565	0.283981052007909	ENSG00000075856.12
chr2	135872780	135872829	MCM6	0	-	135872780	135872829	0	1	49	0	-0.770705414813771	0.0794315084048718	ENSG00000076003.5
chr2	135876294	135876343	MCM6	0	-	135876294	135876343	0	1	49	0	-0.476082676413419	0.266878543303192	ENSG00000076003.5
chr11	114439586	114439635	REXO2	0	+	114439586	114439635	0	1	49	0	-1.34992671694904	0.0583646945865716	ENSG00000076043.10
chr11	114407676	114407775	RBM7	0	+	114407676	114407775	0	1	99	0	-0.984853403311454	0.0250827788226343	ENSG00000076053.10
chr12	56603611	56603660	BAZ2A	0	-	56603611	56603660	0	1	49	0	0.0219789067187739	0.940771458102365	ENSG00000076108.11
chr12	56605916	56606397	BAZ2A	0	-	56605916	56606397	0	2	148,151	0,331	0.427444014826331	0.398161557932165	ENSG00000076108.11
chr12	56606718	56609818	BAZ2A	0	-	56606718	56609818	0	2	16,83	0,3018	0.514664400073156	0.0170005061845219	ENSG00000076108.11
chr12	56615112	56615161	BAZ2A	0	-	56615112	56615161	0	1	49	0	0.0727593542824282	0.719247079437509	ENSG00000076108.11
chr12	56615212	56615310	BAZ2A	0	-	56615212	56615310	0	1	98	0	0.451985123697268	0.300019644549868	ENSG00000076108.11
chr12	56615411	56615460	BAZ2A	0	-	56615411	56615460	0	1	49	0	-0.34484048629177	0.488706828510959	ENSG00000076108.11
chr3	47381111	47381160	PTPN23	0	+	47381111	47381160	0	1	49	0	0.441832752278863	0.0518750933420915	ENSG00000076201.15
chr3	37025876	37025974	MLH1	0	+	37025876	37025974	0	1	98	0	-0.157903029446708	0.902203493818291	ENSG00000076242.16
chr12	109098502	109098551	UNG	0	+	109098502	109098551	0	1	49	0	-1.31567679652732	0.19158771109183	ENSG00000076248.11
chr1	173714991	173715040	KLHL20	0	+	173714991	173715040	0	1	49	0	0.395895657092013	0.327412655918369	ENSG00000076321.11
chr1	173733958	173734007	KLHL20	0	+	173733958	173734007	0	1	49	0	-1.38629436166674	0.006787452565719	ENSG00000076321.11
chr1	173734108	173734157	KLHL20	0	+	173734108	173734157	0	1	49	0	-0.150822889734584	0.495567998756351	ENSG00000076321.11
chr17	28398221	28398270	SLC46A1	0	-	28398221	28398270	0	1	49	0	0.282232467663981	0.360526738530798	ENSG00000076351.13
chr17	28398718	28398767	SLC46A1	0	-	28398718	28398767	0	1	49	0	0.0229895182246981	0.927584278022822	ENSG00000076351.13
chr17	28398818	28398916	SLC46A1	0	-	28398818	28398916	0	1	98	0	0.248896046729713	0.588507008786998	ENSG00000076351.13
chr17	28404770	28404869	SLC46A1	0	-	28404770	28404869	0	1	99	0	0.205852054204148	0.876459058802057	ENSG00000076351.13
chr17	28578500	28578598	SPAG5	0	-	28578500	28578598	0	1	98	0	-0.440733246945628	0.16955971413675	ENSG00000076382.17
chr17	28578748	28579185	SPAG5	0	-	28578748	28579185	0	2	5,45	0,393	-0.256910413792414	0.33560025927305	ENSG00000076382.17
chr17	28580643	28580742	SPAG5	0	-	28580643	28580742	0	1	99	0	-0.885519073207401	0.104444559592164	ENSG00000076382.17
chr17	28584201	28584250	SPAG5	0	-	28584201	28584250	0	1	49	0	-0.35482137528941	0.379391365396187	ENSG00000076382.17
chr17	28584480	28584700	SPAG5	0	-	28584480	28584700	0	2	1,49	0,172	-0.55961578793542	0.0112644438045211	ENSG00000076382.17
chr17	28591867	28592025	SPAG5	0	-	28591867	28592025	0	2	6,44	0,115	-0.384411698910414	0.478239661054409	ENSG00000076382.17
chr17	28592424	28592522	SPAG5	0	-	28592424	28592522	0	1	98	0	-0.473784352085894	0.0386513393841373	ENSG00000076382.17
chr17	28592622	28592721	SPAG5	0	-	28592622	28592721	0	1	99	0	-0.76028648339761	0.00104865816192594	ENSG00000076382.17
chr17	28592771	28592870	SPAG5	0	-	28592771	28592870	0	1	99	0	-0.100083458580659	0.937206417746166	ENSG00000076382.17
chr17	28598567	28598975	SPAG5	0	-	28598567	28598975	0	2	69,80	0,329	0.230905556650579	0.740472677812601	ENSG00000076382.17
chr8	80053376	80064607	TPD52	0	-	80053376	80064607	0	2	55,145	0,11087	1.0761394328131	0.101661653532378	ENSG00000076554.15
chr17	28744798	28744847	TRAF4	0	+	28744798	28744847	0	1	49	0	0.916290731871738	0.181841867680107	ENSG00000076604.15
chr17	28748969	28749067	TRAF4	0	+	28748969	28749067	0	1	98	0	-1.35160880313461	0.0595566830463862	ENSG00000076604.15
chr17	28749118	28749167	TRAF4	0	+	28749118	28749167	0	1	49	0	0.390197635977376	0.0626134891368385	ENSG00000076604.15
chr17	28749416	28749813	TRAF4	0	+	28749416	28749813	0	1	397	0	-0.326091520566644	0.460258906955415	ENSG00000076604.15
chr10	103089603	103089751	NT5C2	0	-	103089603	103089751	0	1	148	0	-0.256429528947677	0.5681765460062	ENSG00000076685.18
chr11	119308678	119308827	MCAM	0	-	119308678	119308827	0	1	149	0	0.577315365034816	0.0246708369103092	ENSG00000076706.17
chr11	119308878	119309026	MCAM	0	-	119308878	119309026	0	1	148	0	-0.544727175439316	0.0570824298054321	ENSG00000076706.17
chr11	119309127	119309176	MCAM	0	-	119309127	119309176	0	1	49	0	0.262364264481945	0.315113945100896	ENSG00000076706.17
chr11	119309226	119309275	MCAM	0	-	119309226	119309275	0	1	49	0	-0.0346855579742244	0.896869338856466	ENSG00000076706.17
chr11	119309625	119309724	MCAM	0	-	119309625	119309724	0	1	99	0	0.223143551307158	0.694412936598516	ENSG00000076706.17
chr11	119309774	119309823	MCAM	0	-	119309774	119309823	0	1	49	0	-0.298855373050676	0.226937997389205	ENSG00000076706.17
chr11	119311542	119311591	MCAM	0	-	119311542	119311591	0	1	49	0	-0.0180185055026798	0.952756780147888	ENSG00000076706.17
chr11	119311641	119311846	MCAM	0	-	119311641	119311846	0	2	11,39	0,167	-0.219859476093951	0.245714281981023	ENSG00000076706.17
chr11	119311947	119312148	MCAM	0	-	119311947	119312148	0	2	3,97	0,105	-0.352821374631058	0.266410910333574	ENSG00000076706.17
chr11	119312293	119312540	MCAM	0	-	119312293	119312540	0	2	136,14	0,234	0.273293335013086	0.645981107844558	ENSG00000076706.17
chr11	119312640	119312810	MCAM	0	-	119312640	119312810	0	2	9,41	0,130	-0.271034839019395	0.263738005101738	ENSG00000076706.17
chr19	7619822	7619960	XAB2	0	-	7619822	7619960	0	2	35,15	0,124	0.775838896582815	0.0536397283680712	ENSG00000076924.12
chr19	41888072	41888206	ARHGEF1	0	+	41888072	41888206	0	2	35,15	0,120	0.794929871399659	0.102116108291899	ENSG00000076928.18
chr19	41889129	41889178	ARHGEF1	0	+	41889129	41889178	0	1	49	0	0.897941593164384	0.0130822267419861	ENSG00000076928.18
chr19	41889428	41889726	ARHGEF1	0	+	41889428	41889726	0	1	298	0	0.648874356787774	0.0987140255810456	ENSG00000076928.18
chr19	41894236	41894285	ARHGEF1	0	+	41894236	41894285	0	1	49	0	-0.0674412808121531	0.773559022131877	ENSG00000076928.18
chr19	41903660	41903709	ARHGEF1	0	+	41903660	41903709	0	1	49	0	0.052643733485253	0.912721382822107	ENSG00000076928.18
chr19	7647724	7647823	STXBP2	0	+	7647724	7647823	0	1	99	0	1.27766052011702	0.000673237610240087	ENSG00000076944.16
chr19	7912331	7912630	MAP2K7	0	+	7912331	7912630	0	1	299	0	1.4604023332723	0.00334348172766695	ENSG00000076984.17
chr19	7913380	7913429	MAP2K7	0	+	7913380	7913429	0	1	49	0	0.427444014823688	0.117351068843	ENSG00000076984.17
chr19	7913630	7913729	MAP2K7	0	+	7913630	7913729	0	1	99	0	0.80883157829968	0.00323940270939723	ENSG00000076984.17
chr19	7914379	7914428	MAP2K7	0	+	7914379	7914428	0	1	49	0	1.28966752470776	0.00821322957555559	ENSG00000076984.17
chr2	233447743	233447792	DGKD	0	+	233447743	233447792	0	1	49	0	-0.567377793845753	0.397686525112061	ENSG00000077044.10
chr2	233454389	233454786	DGKD	0	+	233454389	233454786	0	2	76,24	0,374	-0.656779536390243	0.0698698011337716	ENSG00000077044.10
chr2	233464276	233467127	DGKD	0	+	233464276	233467127	0	2	8,42	0,2810	0.610909082253161	0.0053759873127216	ENSG00000077044.10
chr2	233471457	233471506	DGKD	0	+	233471457	233471506	0	1	49	0	-0.102947969252423	0.558146554799329	ENSG00000077044.10
chr2	233471556	233471605	DGKD	0	+	233471556	233471605	0	1	49	0	-0.0363676441708747	0.838759916015475	ENSG00000077044.10
chr7	117792426	117792475	CTTNBP2	0	-	117792426	117792475	0	1	49	0	-1.50407739677636	0.0518248926073016	ENSG00000077063.11
chr3	25599461	25601180	TOP2B	0	-	25599461	25601180	0	2	69,81	0,1639	-0.980829253010251	0.0051675805165633	ENSG00000077097.15
chr3	25607335	25609241	TOP2B	0	-	25607335	25609241	0	2	41,59	0,1848	-1.77777322725258	0.000388928458758593	ENSG00000077097.15
chr3	25609342	25609614	TOP2B	0	-	25609342	25609614	0	2	3,47	0,226	-0.227783930870712	0.52271947783237	ENSG00000077097.15
chr10	96577490	96577539	TM9SF3	0	-	96577490	96577539	0	1	49	0	-0.463572738915921	0.103844737822637	ENSG00000077147.16
chr10	102395772	102395920	NFKB2	0	+	102395772	102395920	0	1	148	0	0.375312069937476	0.0130208469651865	ENSG00000077150.20
chr10	102398450	102398863	NFKB2	0	+	102398450	102398863	0	2	74,125	0,289	0.584513339485275	0.115723807828503	ENSG00000077150.20
chr10	102398963	102399012	NFKB2	0	+	102398963	102399012	0	1	49	0	0.110000896291283	0.805809202171142	ENSG00000077150.20
chr10	102400647	102400696	NFKB2	0	+	102400647	102400696	0	1	49	0	0.149531733970963	0.436460904037716	ENSG00000077150.20
chr10	102402376	102402425	NFKB2	0	+	102402376	102402425	0	1	49	0	0.626252945729914	0.177702823687627	ENSG00000077150.20
chr1	202495574	202495623	PPP1R12B	0	+	202495574	202495623	0	1	49	0	0.191055236762709	0.647287066050114	ENSG00000077157.22
chr1	202564515	202567440	PPP1R12B	0	+	202564515	202567440	0	2	33,17	0,2909	-0.0826917158451305	0.850334104335701	ENSG00000077157.22
chr1	202567591	202569185	PPP1R12B	0	+	202567591	202569185	0	3	7,54,39	0,187,1556	-0.376051222901017	0.54356561297236	ENSG00000077157.22
chr1	202586266	202586315	PPP1R12B	0	+	202586266	202586315	0	1	49	0	-0.367724780125317	0.350384298052388	ENSG00000077157.22
chr16	27461194	27461293	GTF3C1	0	-	27461194	27461293	0	1	99	0	0.765467842241467	0.0332493687168144	ENSG00000077235.18
chr16	27464451	27464500	GTF3C1	0	-	27464451	27464500	0	1	49	0	0.0571584138399482	0.779712641463426	ENSG00000077235.18
chr16	27464551	27464649	GTF3C1	0	-	27464551	27464649	0	1	98	0	0.233614851180489	0.554584906645815	ENSG00000077235.18
chr16	27469382	27470137	GTF3C1	0	-	27469382	27470137	0	2	169,30	0,726	1.09861228860748	0.0140297027793061	ENSG00000077235.18
chr16	27478521	27478570	GTF3C1	0	-	27478521	27478570	0	1	49	0	0.105360515532099	0.893264541204939	ENSG00000077235.18
chr16	27481191	27482559	GTF3C1	0	-	27481191	27482559	0	2	1,49	0,1320	0.340325805937203	0.436153857507829	ENSG00000077235.18
chr16	27486148	27488599	GTF3C1	0	-	27486148	27488599	0	3	7,197,46	0,2071,2406	0.459532329378444	0.0193629820745206	ENSG00000077235.18
chr16	27489629	27489728	GTF3C1	0	-	27489629	27489728	0	1	99	0	0.86681067460354	0.0306879387035912	ENSG00000077235.18
chr16	27502995	27505947	GTF3C1	0	-	27502995	27505947	0	2	1,49	0,2904	-0.478035801366262	0.174498570331251	ENSG00000077235.18
chr16	27362385	27362434	IL4R	0	+	27362385	27362434	0	1	49	0	-0.212561441984374	0.70938818893777	ENSG00000077238.14
chr16	27362535	27362933	IL4R	0	+	27362535	27362933	0	1	398	0	0.578077850775158	0.873685408003928	ENSG00000077238.14
chr16	27363383	27363432	IL4R	0	+	27363383	27363432	0	1	49	0	-0.312374685046768	0.612631581582069	ENSG00000077238.14
chr16	27363881	27364130	IL4R	0	+	27363881	27364130	0	1	249	0	0.685049970326031	0.213146431378062	ENSG00000077238.14
chr16	27364181	27364279	IL4R	0	+	27364181	27364279	0	1	98	0	0.158605029152698	0.887289583155205	ENSG00000077238.14
chr16	27364330	27364429	IL4R	0	+	27364330	27364429	0	1	99	0	-0.0491902441907715	0.987000944640584	ENSG00000077238.14
chr7	100574111	100574160	LRCH4	0	-	100574111	100574160	0	1	49	0	1.14209740060785	0.00132380643452734	ENSG00000077454.16
chr7	100582399	100582448	LRCH4	0	-	100582399	100582448	0	1	49	0	0.178691788738977	0.757813523287542	ENSG00000077454.16
chr11	95790310	95790359	FAM76B	0	-	95790310	95790359	0	1	49	0	0.233614851181505	0.554646520795065	ENSG00000077458.13
chr19	4182223	4182272	SIRT6	0	-	4182223	4182272	0	1	49	0	0.916290729128712	0.0571053664828307	ENSG00000077463.15
chr11	74625528	74628866	POLD3	0	+	74625528	74628866	0	2	46,4	0,3335	0.0229895182246982	0.926551309743922	ENSG00000077514.9
chr11	74640593	74640840	POLD3	0	+	74640593	74640840	0	1	247	0	0.784118958713179	0.00910602764347471	ENSG00000077514.9
chr1	19344473	19344522	CAPZB	0	-	19344473	19344522	0	1	49	0	0.313657558855017	0.507800321526932	ENSG00000077549.19
chr1	19419724	19420047	CAPZB	0	-	19419724	19420047	0	2	27,23	0,301	0.554310735704444	0.30776170433296	ENSG00000077549.19
chr4	128862054	128862252	JADE1	0	+	128862054	128862252	0	1	198	0	-0.401341390976144	0.807621659536263	ENSG00000077684.16
chr4	128871594	128871693	JADE1	0	+	128871594	128871693	0	1	99	0	-0.303380981998398	0.367530542980374	ENSG00000077684.16
chr4	128871743	128872190	JADE1	0	+	128871743	128872190	0	1	447	0	0.60217539706651	0.763048841132739	ENSG00000077684.16
chr4	128872241	128872339	JADE1	0	+	128872241	128872339	0	1	98	0	-0.668656160551851	0.0488102590087468	ENSG00000077684.16
chrX	119590984	119591033	UBE2A	0	+	119590984	119591033	0	1	49	0	-0.223143551305493	0.324809501705775	ENSG00000077721.16
chr2	209731629	209731678	MAP2	0	+	209731629	209731678	0	1	49	0	-3.65713075579993	0.0674532604060978	ENSG00000078018.20
chr18	46890911	46890960	PIAS2	0	-	46890911	46890960	0	1	49	0	-0.446287102607428	0.0913993897907176	ENSG00000078043.16
