chr	start	end	name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts	logFC	p_value	ensembl
chr16	31185390	31185439	AL357140.3	0	+	31185390	31185439	0	1	49	0	4.95582706211409	6.66995390503634e-05	ENSG00000089280.19
chr19	34684953	34685002	CTNNBIP1	0	+	34684953	34685002	0	1	49	0	-1.29840847598531	0.00409154960191127	ENSG00000089335.21
chr16	66566735	66566784	AL357140.1	0	+	66566735	66566784	0	1	49	0	0.78537840477598	0.00344989504077764	ENSG00000089505.17
chr19	19630023	19630072	AL357140.4	0	-	19630023	19630072	0	1	49	0	-0.782220110333898	0.0010732164713283	ENSG00000089639.11
chr14	94062354	94062403	LZIC	0	-	94062354	94062403	0	1	49	0	-0.884814599772139	0.000717477616485884	ENSG00000089737.17
chr10	125836734	125836783	AL357140.2	0	-	125836734	125836783	0	1	49	0	4.24132675240972	3.92531632342763e-06	ENSG00000089876.12
chr10	125880866	125880915	AL357140.2	0	-	125880866	125880915	0	1	49	0	-0.557726023593501	0.00351706083330405	ENSG00000089876.12
chr14	102726763	102726812	NMNAT1	0	+	102726763	102726812	0	1	49	0	1.35413724948536	0.00017032060851363	ENSG00000089902.10
chr4	1338453	1338502	RN7SKP269	0	+	1338453	1338502	0	1	49	0	5.06890420222023	0.00131641794812687	ENSG00000090316.16
chr15	65118524	65118573	TMEM274P	0	-	65118524	65118573	0	1	49	0	-2.3500137865525	0.00391517852404555	ENSG00000090470.15
chr12	133202586	133202635	MIR5697	0	+	133202586	133202635	0	1	49	0	1.50229327497658	0.00394216552829763	ENSG00000090612.22
chr12	133204786	133204835	MIR5697	0	+	133204786	133204835	0	1	49	0	-1.48741513251968	0.000150235039176772	ENSG00000090612.22
chr12	132771007	132771056	AL603962.1	0	-	132771007	132771056	0	1	49	0	5.5645204073227	0.000534641691871451	ENSG00000090615.15
chr12	132807212	132807261	AL603962.1	0	-	132807212	132807261	0	1	49	0	0.849307911315225	0.00311256130020088	ENSG00000090615.15
chr12	132808362	132808411	AL603962.1	0	-	132808362	132808411	0	1	49	0	-0.611157228981681	0.000644845645999093	ENSG00000090615.15
chr16	70156501	70156550	RBP7	0	+	70156501	70156550	0	1	49	0	-4.36309862462734	0.00080601168663208	ENSG00000090857.14
chr16	70156701	70156750	RBP7	0	+	70156701	70156750	0	1	49	0	1.56205172091136	5.6540445399933e-05	ENSG00000090857.14
chr16	70262506	70264988	UBE4B	0	-	70262506	70264988	0	2	19,31	0,2452	-0.838617693555937	0.000397981688468496	ENSG00000090861.16
chr16	74448275	74448324	AL590639.1	0	-	74448275	74448324	0	1	49	0	5.35658627467202	0.000781961708320788	ENSG00000090863.12
chr16	74452363	74452412	AL590639.1	0	-	74452363	74452412	0	1	49	0	4.69134788222914	0.00257994260966687	ENSG00000090863.12
chr16	24791167	24791216	PGAM1P11	0	+	24791167	24791216	0	1	49	0	-1.06925472403856	0.00295039762732041	ENSG00000090905.19
chr16	24791267	24791316	PGAM1P11	0	+	24791267	24791316	0	1	49	0	4.17438726988627	2.24486239828181e-05	ENSG00000090905.19
chr19	39423306	39423355	RNU6-828P	0	+	39423306	39423355	0	1	49	0	5.18738580584076	0.00106308657826959	ENSG00000090924.15
chr2	172504173	172504222	KIF1B	0	+	172504173	172504222	0	1	49	0	-5.42274494492309	5.81438090034859e-05	ENSG00000091409.15
chr3	133586600	133586649	AL358013.1	0	+	133586600	133586649	0	1	49	0	-1.11803037452521	0.00050487878001948	ENSG00000091527.15
chr3	133587880	133587929	AL358013.1	0	+	133587880	133587929	0	1	49	0	0.931558204004943	0.00110929944083027	ENSG00000091527.15
chr3	133588624	133588673	AL358013.1	0	+	133588624	133588673	0	1	49	0	-2.48200389013242	0.000640376106672558	ENSG00000091527.15
chr17	18184183	18184232	RNU6-37P	0	+	18184183	18184232	0	1	49	0	3.9512437184204	3.57848378063075e-06	ENSG00000091542.9
chr14	31127858	31127907	RN7SL731P	0	-	31127858	31127907	0	1	49	0	1.07061885824611	0.000204338383992253	ENSG00000092148.13
chr14	31129061	31129110	RN7SL731P	0	-	31129061	31129110	0	1	49	0	-1.84853598502976	0.000858472617901618	ENSG00000092148.13
chr1	35764506	35764555	AL139424.3	0	-	35764506	35764555	0	1	49	0	-5.58349630877233	0.00180020562933925	ENSG00000092853.14
chr17	35021615	35021664	AL139424.2	0	-	35021615	35021664	0	1	49	0	-0.850856801371383	0.00011012518212361	ENSG00000092871.17
chr17	75827424	75827473	PGD	0	-	75827424	75827473	0	1	49	0	0.522447182568344	0.00195897276829227	ENSG00000092929.11
chr17	76778249	76778298	AL139424.1	0	+	76778249	76778298	0	1	49	0	-4.99721227375475	0.000286112625389912	ENSG00000092931.11
chr22	45175893	45175942	CENPS-CORT	0	+	45175893	45175942	0	1	49	0	2.006534770815	0.00426416243035854	ENSG00000093000.19
chr3	38414487	38414536	CENPS	0	+	38414487	38414536	0	1	49	0	1.36780552559367	0.00140029107253703	ENSG00000093217.11
chr1	172589796	172589845	CORT	0	+	172589796	172589845	0	1	49	0	-1.28611121657369	0.000496173977088565	ENSG00000094975.14
chr5	56893956	56894005	DFFA	0	+	56893956	56894005	0	1	49	0	1.0406896409354	0.0010743567480237	ENSG00000095015.6
chr6	12120428	12120477	AL354956.1	0	+	12120428	12120477	0	1	49	0	-1.67951661394729	3.92238462961769e-05	ENSG00000095951.17
chr6	12121424	12121473	AL354956.1	0	+	12121424	12121473	0	1	49	0	-5.50938833661861	0.000260864464433186	ENSG00000095951.17
chr6	35577031	35577080	PEX14	0	-	35577031	35577080	0	1	49	0	0.771494110313117	0.00319412972312982	ENSG00000096060.14
chr6	35833565	35833614	AL139423.2	0	-	35833565	35833614	0	1	49	0	0.967075637838503	0.000130782657581041	ENSG00000096063.16
chr6	36200641	36200690	RN7SL614P	0	+	36200641	36200690	0	1	49	0	1.37603786095334	0.00446614015824964	ENSG00000096070.19
chr6	36201337	36201386	RN7SL614P	0	+	36201337	36201386	0	1	49	0	-1.35914337205396	0.00182836137576325	ENSG00000096070.19
chr6	27452874	27452923	CASZ1	0	-	27452874	27452923	0	1	49	0	1.90024011222471	0.00132488741165682	ENSG00000096654.15
chr9	5126865	5126914	AL139423.1	0	+	5126865	5126914	0	1	49	0	1.58471622965376	0.00327529574150765	ENSG00000096968.14
chr9	130714011	130714060	HSPE1P24	0	+	130714011	130714060	0	1	49	0	1.39959832674625	0.000593030910000847	ENSG00000097007.19
chr9	130886382	130886431	HSPE1P24	0	+	130886382	130886431	0	1	49	0	-1.01856958099457	0.00141351928674505	ENSG00000097007.19
chr1	86743348	86743397	C1orf127	0	+	86743348	86743397	0	1	49	0	1.99997736981322	0.00396102169369961	ENSG00000097033.14
chr19	17102162	17102211	CFL1P6	0	+	17102162	17102211	0	1	49	0	-0.796829044189168	0.000419003358134162	ENSG00000099331.13
chr19	17194836	17194885	CFL1P6	0	+	17194836	17194885	0	1	49	0	3.1157350654711	0.000687518392048614	ENSG00000099331.13
chr19	17212674	17212723	CFL1P6	0	+	17212674	17212723	0	1	49	0	4.74493212836325	0.00234688025778573	ENSG00000099331.13
chr19	38327998	38328047	TARDBP	0	+	38327998	38328047	0	1	49	0	-4.78331637121054	0.00140554623711353	ENSG00000099337.5
chr16	30930418	30930467	AL109811.3	0	+	30930418	30930467	0	1	49	0	0.671347952217361	0.00220047359398534	ENSG00000099364.16
chr16	30965021	30965070	MASP2	0	+	30965021	30965070	0	1	49	0	0.693147180559946	0.000856362672776445	ENSG00000099381.18
chr16	30965320	30965369	MASP2	0	+	30965320	30965369	0	1	49	0	-1.94591014905106	0.000317344800091379	ENSG00000099381.18
chr19	2478011	2478060	AL109811.2	0	+	2478011	2478060	0	1	49	0	-0.853097667852379	0.0038824388396681	ENSG00000099860.9
chr22	20934038	20934087	SRM	0	+	20934038	20934087	0	1	49	0	-0.67058776446742	0.000621212544055561	ENSG00000099942.13
chr22	20950303	20950352	SRM	0	+	20950303	20950352	0	1	49	0	0.975258207962271	0.00189098219387418	ENSG00000099942.13
chr22	20952799	20952848	SRM	0	+	20952799	20952848	0	1	49	0	-2.46385324043464	0.00276810871972144	ENSG00000099942.13
chr22	20952999	20953048	SRM	0	+	20952999	20953048	0	1	49	0	0.786756679685123	0.000381164887666263	ENSG00000099942.13
chr22	20953299	20953348	SRM	0	+	20953299	20953348	0	1	49	0	1.35016563703138	0.000543483015403523	ENSG00000099942.13
chr22	20953548	20953597	SRM	0	+	20953548	20953597	0	1	49	0	1.99679127059902	0.000213666842470261	ENSG00000099942.13
chr22	17727721	17727770	EXOSC10	0	+	17727721	17727770	0	1	49	0	4.94875989036881	5.72697169032299e-06	ENSG00000099968.18
chr22	24414556	24414605	AL109811.1	0	+	24414556	24414605	0	1	49	0	4.644390899132	3.37946668782507e-06	ENSG00000100014.20
chr22	24571922	24571971	EXOSC10-AS1	0	+	24571922	24571971	0	1	49	0	-1.13943428318836	0.000297003018471243	ENSG00000100028.12
chr22	21957375	21957424	MTOR	0	-	21957375	21957424	0	1	49	0	5.1357984370409	1.06924358922456e-07	ENSG00000100038.19
chr22	37314292	37314341	MTOR-AS1	0	+	37314292	37314341	0	1	49	0	0.573110165677649	0.00240010922188605	ENSG00000100055.21
chr22	37314442	37314491	MTOR-AS1	0	+	37314442	37314491	0	1	49	0	2.3071722569407	0.00236107466267754	ENSG00000100055.21
chr22	37314642	37314691	MTOR-AS1	0	+	37314642	37314691	0	1	49	0	1.12027378544929	0.00105474355075841	ENSG00000100055.21
chr22	25357301	25357350	RNU6-537P	0	-	25357301	25357350	0	1	49	0	-4.70048036578305	9.1373541642903e-05	ENSG00000100068.13
chr22	25722910	25722959	ANGPTL7	0	+	25722910	25722959	0	1	49	0	1.96944064646551	0.00102348770965566	ENSG00000100077.15
chr22	26452679	26452728	RNU6-291P	0	-	26452679	26452728	0	1	49	0	0.945040145160141	0.00210243618253869	ENSG00000100099.20
chr22	26452879	26452928	RNU6-291P	0	-	26452879	26452928	0	1	49	0	3.25685507294598	0.000375648162391662	ENSG00000100099.20
chr22	26453278	26453327	RNU6-291P	0	-	26453278	26453327	0	1	49	0	2.09404034109664	0.00149292010006075	ENSG00000100099.20
chr22	26464070	26464119	RNU6-291P	0	-	26464070	26464119	0	1	49	0	0.722669619826266	0.00126736028222285	ENSG00000100099.20
chr22	26464269	26464318	RNU6-291P	0	-	26464269	26464318	0	1	49	0	-0.714966227927048	0.00121946274817253	ENSG00000100099.20
chr22	37723730	37723779	RPL39P6	0	+	37723730	37723779	0	1	49	0	5.35658627466321	2.53858257048822e-06	ENSG00000100101.15
chr22	37724027	37724076	RPL39P6	0	+	37724027	37724076	0	1	49	0	1.00123812464293	0.000291998346401145	ENSG00000100101.15
chr22	37724176	37724274	RPL39P6	0	+	37724176	37724274	0	1	98	0	-1.662547737711	1.67506323367177e-05	ENSG00000100101.15
chr22	37724324	37724373	RPL39P6	0	+	37724324	37724373	0	1	49	0	1.40914062996831	0.0029302040732293	ENSG00000100101.15
chr22	37723895	37723944	UBIAD1	0	+	37723895	37723944	0	1	49	0	1.30817658185559	0.00241103473246862	ENSG00000100106.22
chr22	37724044	37724093	UBIAD1	0	+	37724044	37724093	0	1	49	0	1.2966822024302	4.07798756172362e-05	ENSG00000100106.22
chr22	37724194	37724243	UBIAD1	0	+	37724194	37724243	0	1	49	0	1.43103025496128	0.000296861262025328	ENSG00000100106.22
chr22	37724344	37724393	UBIAD1	0	+	37724344	37724393	0	1	49	0	1.80541155839371	0.000993487924515258	ENSG00000100106.22
chr22	26492123	26492172	UBE2V2P3	0	-	26492123	26492172	0	1	49	0	-0.763279004334027	0.00106410101066678	ENSG00000100109.17
chr22	22647704	22647753	AL031291.1	0	+	22647704	22647753	0	1	49	0	1.36794522245041	0.00207331880305706	ENSG00000100121.13
chr22	37848330	37848379	MTCYBP45	0	-	37848330	37848379	0	1	49	0	1.21841348848073	0.00304432496392692	ENSG00000100124.15
chr22	41825762	41825811	DISP3	0	+	41825762	41825811	0	1	49	0	-5.31811999383485	0.000589542862316605	ENSG00000100147.13
chr22	38486337	38486386	AL590989.1	0	-	38486337	38486386	0	1	49	0	1.40297067865503	0.00109231953930511	ENSG00000100201.22
chr22	42179685	42209682	LINC01647	0	-	42179685	42209682	0	2	18,32	0,29966	1.36948724280351	0.000132294807052902	ENSG00000100207.18
chr22	42212082	42212131	LINC01647	0	-	42212082	42212131	0	1	49	0	0.945371941174934	8.31121906998966e-05	ENSG00000100207.18
chr22	28795051	28795100	AL031731.1	0	-	28795051	28795100	0	1	49	0	-0.56724561433577	0.00113713461431786	ENSG00000100219.16
chr22	38700382	38700431	FBXO2	0	-	38700382	38700431	0	1	49	0	-3.41772668262322	0.00284818914645002	ENSG00000100221.10
chr22	50393940	50393989	FBXO44	0	+	50393940	50393989	0	1	49	0	3.79548918901117	2.82609179402815e-06	ENSG00000100239.16
chr22	50503048	50503097	FBXO6	0	-	50503048	50503097	0	1	49	0	0.870427315080973	0.00122816374493617	ENSG00000100258.18
chr22	35264845	35264894	MAD2L2	0	+	35264845	35264894	0	1	49	0	2.22462355144968	0.00148460390188465	ENSG00000100281.14
chr22	35265441	35265490	MAD2L2	0	+	35265441	35265490	0	1	49	0	3.5914241155052	0.00175294023893491	ENSG00000100281.14
chr22	39430601	39430650	DRAXIN	0	+	39430601	39430650	0	1	49	0	1.29777922444839	0.000116064309106711	ENSG00000100324.14
chr22	40265380	40265429	AGTRAP	0	+	40265380	40265429	0	1	49	0	0.9209413880252	0.00228797833323591	ENSG00000100354.21
chr22	40266480	40266529	AGTRAP	0	+	40266480	40266529	0	1	49	0	1.04286638117455	7.25011695218436e-05	ENSG00000100354.21
chr22	40323110	40323159	AGTRAP	0	+	40323110	40323159	0	1	49	0	-4.72295322148345	0.00140203079861434	ENSG00000100354.21
chr22	36937646	36937695	C1orf167	0	+	36937646	36937695	0	1	49	0	4.72738781871235	0.00242089387472888	ENSG00000100368.14
chr22	36937795	36937844	C1orf167	0	+	36937795	36937844	0	1	49	0	2.91235066312154	0.00171203267665865	ENSG00000100368.14
chr22	36938145	36938194	C1orf167	0	+	36938145	36938194	0	1	49	0	-1.55446588918909	0.000199769336575062	ENSG00000100368.14
chr22	41117405	41117454	C1orf167-AS1	0	+	41117405	41117454	0	1	49	0	-5.17332087632659	9.59846073578241e-06	ENSG00000100393.14
chr22	41177030	41177079	C1orf167-AS1	0	+	41177030	41177079	0	1	49	0	4.4188406077966	0.00131008660892562	ENSG00000100393.14
chr22	41179079	41179128	C1orf167-AS1	0	+	41179079	41179128	0	1	49	0	-5.40717177145075	4.51471352619359e-05	ENSG00000100393.14
chr22	41528590	41528639	MTHFR	0	+	41528590	41528639	0	1	49	0	-1.64452923224537	0.000224846805534029	ENSG00000100412.16
chr22	41527649	41527698	CLCN6	0	-	41527649	41527698	0	1	49	0	-1.60784934974881	0.000885466284138325	ENSG00000100413.17
chr22	41540780	41543785	CLCN6	0	-	41540780	41543785	0	2	16,34	0,2972	-5.78074351578297	0.00446240296578771	ENSG00000100413.17
chr22	46331423	46331472	AL021155.2	0	+	46331423	46331472	0	1	49	0	-2.27866490927639	4.84339362796237e-05	ENSG00000100416.15
chr22	49884387	49884436	AL021155.3	0	+	49884387	49884436	0	1	49	0	1.29489219771253	0.00351081781722529	ENSG00000100426.7
chr22	49884986	49885035	AL021155.3	0	+	49884986	49885035	0	1	49	0	0.569625881530522	0.000841994062590889	ENSG00000100426.7
chr22	49887284	49887333	AL021155.3	0	+	49887284	49887333	0	1	49	0	1.40953699762249	0.000702401397739249	ENSG00000100426.7
chr14	50756657	50756706	NPPA	0	-	50756657	50756706	0	1	49	0	-4.5849674786612	0.000111685316457777	ENSG00000100503.24
chr14	50756807	50756856	NPPA	0	-	50756807	50756856	0	1	49	0	2.81090758644969	0.000181266765823751	ENSG00000100503.24
chr14	50757207	50757256	NPPA	0	-	50757207	50757256	0	1	49	0	1.33180617583582	0.000640038665870368	ENSG00000100503.24
chr14	50757906	50757955	NPPA	0	-	50757906	50757955	0	1	49	0	2.83321334405621	0.000233568449565791	ENSG00000100503.24
chr14	50758355	50758404	NPPA	0	-	50758355	50758404	0	1	49	0	-1.35239280944445	0.00423845567102421	ENSG00000100503.24
chr14	50758555	50758604	NPPA	0	-	50758555	50758604	0	1	49	0	-5.20948615283206	4.87762249392621e-05	ENSG00000100503.24
chr14	50760280	50761809	NPPA	0	-	50760280	50761809	0	2	80,20	0,1510	0.714181335105373	3.69308959677902e-05	ENSG00000100503.24
chr14	50766787	50766836	NPPA	0	-	50766787	50766836	0	1	49	0	-0.895173808433232	0.00101833591925771	ENSG00000100503.24
chr14	58408885	58408934	AL021155.1	0	-	58408885	58408934	0	1	49	0	-1.05664808956908	0.00138443754076467	ENSG00000100575.14
chr14	58521791	58521890	NPPB	0	+	58521791	58521890	0	1	99	0	4.11903717465145	4.67145160188356e-08	ENSG00000100578.17
chr14	77469174	77469223	SBF1P2	0	+	77469174	77469223	0	1	49	0	2.04512939669106	7.01973268779632e-06	ENSG00000100591.8
chr14	92685604	92685653	AL021155.4	0	+	92685604	92685653	0	1	49	0	1.57059807911784	0.000276101150767038	ENSG00000100599.16
chr14	92687698	92687747	AL021155.4	0	+	92687698	92687747	0	1	49	0	-5.11198778834718	0.000242244407762659	ENSG00000100599.16
chr14	92688546	92688595	AL021155.4	0	+	92688546	92688595	0	1	49	0	-1.07471796846867	0.00248929970445011	ENSG00000100599.16
chr14	60283258	60283307	RNU5E-1	0	+	60283258	60283307	0	1	49	0	0.82403656372163	0.00126600614487526	ENSG00000100614.18
chr14	80777913	80777962	RNU5E-4P	0	-	80777913	80777962	0	1	49	0	1.73442059883252	0.000734176526966834	ENSG00000100629.17
chr14	80785308	80785357	RNU5E-4P	0	-	80785308	80785357	0	1	49	0	-0.959775843813893	0.000695346240332073	ENSG00000100629.17
chr14	95096123	95096172	KIAA2013	0	-	95096123	95096172	0	1	49	0	0.659409040928095	0.00439073468396234	ENSG00000100697.14
chr14	95124298	95124347	KIAA2013	0	-	95124298	95124347	0	1	49	0	5.8512441663331	0.000132322227292647	ENSG00000100697.14
chr14	103733170	103733219	PLOD1	0	+	103733170	103733219	0	1	49	0	0.995279143192786	0.00129337228792203	ENSG00000100711.13
chr14	88574752	88574801	AL096840.3	0	+	88574752	88574801	0	1	49	0	4.68213122712422	0.002622205667274	ENSG00000100722.20
chr14	70978016	70978065	MFN2	0	+	70978016	70978065	0	1	49	0	0.705195519019808	0.00102338888118947	ENSG00000100731.16
chr14	71109845	71109894	MFN2	0	+	71109845	71109894	0	1	49	0	2.16142977525703	0.00267483103000099	ENSG00000100731.16
chr14	23067661	23067759	AL096840.2	0	-	23067661	23067759	0	1	98	0	1.54199663163857	1.13714139216827e-06	ENSG00000100813.14
chr14	91969731	91969780	MIIP	0	-	91969731	91969780	0	1	49	0	0.609466364517479	0.00350663263998596	ENSG00000100815.12
chr14	92006309	92006358	MIIP	0	-	92006309	92006358	0	1	49	0	1.20983792377834	0.000466860942002101	ENSG00000100815.12
chr14	21385693	21385742	AL096840.1	0	-	21385693	21385742	0	1	49	0	-0.916290731874155	0.000618047997359983	ENSG00000100888.14
chr14	21429165	21429214	AL096840.1	0	-	21429165	21429214	0	1	49	0	-1.20936365296081	0.00170053212393373	ENSG00000100888.14
chr14	35401908	35402006	MIR6729	0	-	35401908	35402006	0	1	98	0	5.62040086570778	9.74121249459371e-12	ENSG00000100906.11
chr14	24189298	24189347	RN7SL649P	0	-	24189298	24189347	0	1	49	0	4.60517018598809	0.0030023065841549	ENSG00000100926.15
chr20	35303661	35303710	TNFRSF8	0	-	35303661	35303710	0	1	49	0	1.25946316106519	0.000396485456846784	ENSG00000101019.22
chr20	47210410	47210459	RNU6-777P	0	-	47210410	47210459	0	1	49	0	-1.66281026236051	1.41104027500116e-05	ENSG00000101040.19
chr20	47239009	47239108	RNU6-777P	0	-	47239009	47239108	0	1	99	0	2.05436560091162	4.99895207214291e-07	ENSG00000101040.19
chr20	50893157	50893206	RPL23AP89	0	-	50893157	50893206	0	1	49	0	-4.64439089913201	0.00249204226261002	ENSG00000101126.18
chr20	50894404	50894453	RPL23AP89	0	-	50894404	50894453	0	1	49	0	4.76217393495659	3.8329344785204e-05	ENSG00000101126.18
chr20	56399307	56399356	AL357835.1	0	+	56399307	56399356	0	1	49	0	-1.85999876117671	0.000206086547991813	ENSG00000101138.12
chr20	58996611	58996660	MIR7846	0	-	58996611	58996660	0	1	49	0	-0.598510628265146	0.00052854851593509	ENSG00000101160.14
chr20	62202287	62202336	TNFRSF1B	0	+	62202287	62202336	0	1	49	0	1.00022939955749	0.00444783619585076	ENSG00000101181.17
chr20	62762323	62762372	MIR4632	0	+	62762323	62762372	0	1	49	0	1.34523287432212	6.76253047239283e-05	ENSG00000101188.5
chr20	62878936	62878985	RPL10P17	0	-	62878936	62878985	0	1	49	0	4.36944785246702	0.0045265252859168	ENSG00000101191.17
chr20	62880185	62880234	RPL10P17	0	-	62880185	62880234	0	1	49	0	0.513618921674284	0.00223638729599107	ENSG00000101191.17
chr20	62880534	62880583	RPL10P17	0	-	62880534	62880583	0	1	49	0	-1.19279950372781	0.00167741379091479	ENSG00000101191.17
chr20	62880984	62881033	RPL10P17	0	-	62880984	62881033	0	1	49	0	1.33280567616891	0.00102393128335421	ENSG00000101191.17
chr20	62881383	62881432	RPL10P17	0	-	62881383	62881432	0	1	49	0	4.87519732320116	0.00186227220706647	ENSG00000101191.17
chr20	62906007	62906056	RPL10P17	0	-	62906007	62906056	0	1	49	0	4.04305126929217	0.000638300036111872	ENSG00000101191.17
chr20	62911294	62911343	RPL10P17	0	-	62911294	62911343	0	1	49	0	4.79579054545886	3.40887961036706e-06	ENSG00000101191.17
chr20	62946728	62946777	AL031276.1	0	+	62946728	62946777	0	1	49	0	-2.31088389580874	7.83417152949716e-06	ENSG00000101193.8
chr20	62947877	62947926	AL031276.1	0	+	62947877	62947926	0	1	49	0	0.946143695023836	0.00200932728480785	ENSG00000101193.8
chr20	62967401	62967450	VPS13D	0	+	62967401	62967450	0	1	49	0	0.638396665788538	0.00181545381679216	ENSG00000101194.18
chr20	63288697	63288746	SNORA59A	0	+	63288697	63288746	0	1	49	0	-1.20445812343274	0.00172307510790293	ENSG00000101199.13
chr20	63589836	63589885	LINC02766	0	-	63589836	63589885	0	1	49	0	0.621733799584464	0.00391296982245992	ENSG00000101216.11
chr20	4780421	4780470	DHRS3	0	-	4780421	4780470	0	1	49	0	-3.10009228738484	0.00215180076113863	ENSG00000101265.16
chr20	4781764	4781813	DHRS3	0	-	4781764	4781813	0	1	49	0	-1.21354225534209	0.00458395325944072	ENSG00000101265.16
chr20	4782610	4782659	DHRS3	0	-	4782610	4782659	0	1	49	0	0.784590156795403	0.000181978592262988	ENSG00000101265.16
chr20	4782909	4782958	DHRS3	0	-	4782909	4782958	0	1	49	0	0.827565276719726	0.000144910357635419	ENSG00000101265.16
chr20	1605008	1605057	RNU6ATAC18P	0	-	1605008	1605057	0	1	49	0	-1.36486094051713	0.00215733911738536	ENSG00000101307.16
chr20	10639484	10639533	MIR6730	0	-	10639484	10639533	0	1	49	0	-0.603761445513385	0.0011434449444423	ENSG00000101384.12
chr20	33372644	33372693	AC254633.1	0	-	33372644	33372693	0	1	49	0	5.44673737166631	0.000663362048542337	ENSG00000101391.21
chr20	38011518	38011567	AADACL4	0	-	38011518	38011567	0	1	49	0	-0.753832132381526	0.00151299911525382	ENSG00000101407.13
chr20	38012909	38012958	AADACL4	0	-	38012909	38012958	0	1	49	0	1.49392502530864	2.85144113818525e-05	ENSG00000101407.13
chr20	38013307	38013356	AADACL4	0	-	38013307	38013356	0	1	49	0	0.833504538254867	0.00304305814350247	ENSG00000101407.13
chr20	38066159	38066208	AC244670.1	0	+	38066159	38066208	0	1	49	0	-5.59842195898901	9.65638788524847e-05	ENSG00000101413.12
chr20	33707830	33707879	AADACL3	0	-	33707830	33707879	0	1	49	0	4.91265488573605	0.00174190922384854	ENSG00000101417.12
chr20	23637621	23637670	C1orf158	0	-	23637621	23637670	0	1	49	0	3.08152763371768	6.93066230661454e-06	ENSG00000101439.9
chr20	38951869	38951918	PRAMEF12	0	+	38951869	38951918	0	1	49	0	1.4432812924935	0.000652043806518177	ENSG00000101447.15
chr18	76361522	76361571	PRAMEF1	0	-	76361522	76361571	0	1	49	0	-5.84643877504836	0.00060371142897031	ENSG00000101493.11
chr18	76362021	76362070	PRAMEF1	0	-	76362021	76362070	0	1	49	0	-1.04415237153573	0.000549595757348031	ENSG00000101493.11
chr18	80137409	80137458	LINC01784	0	+	80137409	80137458	0	1	49	0	1.54254367760952	4.86052164415663e-05	ENSG00000101544.9
chr18	80137905	80137954	LINC01784	0	+	80137905	80137954	0	1	49	0	1.80151564417343	0.000544678774607066	ENSG00000101544.9
chr18	80138203	80138252	LINC01784	0	+	80138203	80138252	0	1	49	0	-4.4998096703209	0.000687964777029482	ENSG00000101544.9
chr18	80138600	80138649	LINC01784	0	+	80138600	80138649	0	1	49	0	1.82812711339886	0.00072757479262775	ENSG00000101544.9
chr18	80138749	80138798	LINC01784	0	+	80138749	80138798	0	1	49	0	0.980829253012133	0.000107248675188853	ENSG00000101544.9
chr18	80046455	80046504	PRAMEF11	0	+	80046455	80046504	0	1	49	0	-1.39351460909385	0.00389198601165697	ENSG00000101546.13
chr18	2802569	2802668	PRAMEF30P	0	+	2802569	2802668	0	1	99	0	-2.20532178756884	1.75168204580099e-06	ENSG00000101596.16
chr18	13731687	13731736	HNRNPCL1	0	+	13731687	13731736	0	1	49	0	-1.41389500920173	0.00193142931635237	ENSG00000101654.17
chr18	13737075	13737124	HNRNPCL1	0	+	13737075	13737124	0	1	49	0	5.37989735354047	0.00074945686309047	ENSG00000101654.17
chr18	54294169	54294218	PRAMEF2	0	+	54294169	54294218	0	1	49	0	1.6113053266018	0.00409550130936798	ENSG00000101751.10
chr18	54294419	54294468	PRAMEF2	0	+	54294419	54294468	0	1	49	0	2.21794244983996	9.15182270782023e-05	ENSG00000101751.10
chrX	108153779	108153828	PRAMEF4	0	+	108153779	108153828	0	1	49	0	-2.81341071624029	0.00120779638650847	ENSG00000101844.18
chrX	108153878	108153927	PRAMEF4	0	+	108153878	108153927	0	1	49	0	1.42310833424298	3.5468730680055e-05	ENSG00000101844.18
chrX	48707823	48707872	PRAMEF10	0	+	48707823	48707872	0	1	49	0	4.31079912544445	3.82480430660692e-08	ENSG00000101945.17
chrX	153725753	153725802	PRAMEF7	0	+	153725753	153725802	0	1	49	0	4.23410650459726	0.00011241679634455	ENSG00000101986.12
chrX	130069619	130069668	RNU6-1072P	0	-	130069619	130069668	0	1	49	0	-0.954880729144024	0.00113558914956768	ENSG00000102034.17
chrX	154421030	154421079	PRAMEF29P	0	+	154421030	154421079	0	1	49	0	-2.73436750792619	0.0028979169091109	ENSG00000102125.16
chrX	154484856	154484905	PRAMEF6	0	-	154484856	154484905	0	1	49	0	-1.26936545278	0.00321972464469744	ENSG00000102178.13
chrX	136511854	136511903	PRAMEF28P	0	+	136511854	136511903	0	1	49	0	1.75156858864481	0.000254393800656949	ENSG00000102241.12
chr13	73062600	73062649	PRAMEF27	0	+	73062600	73062649	0	1	49	0	4.86753445241065	5.58017667047217e-05	ENSG00000102554.14
chr13	111304990	111305039	HNRNPCL3	0	+	111304990	111305039	0	1	49	0	1.56972150122159	0.000158187281397271	ENSG00000102606.18
chr13	44434589	44434638	PRAMEF25	0	-	44434589	44434638	0	1	49	0	4.83429580798971	0.00336253347266546	ENSG00000102804.15
chr13	76995837	76995886	PRAMEF34P	0	+	76995837	76995886	0	1	49	0	4.53259949315325	0.00340909410114631	ENSG00000102805.16
